"NPS","Comentario","Insight","Categoria"
"8","La cita previa online se puede reservar a cualquier hora del día. En dos minutos tienes confirmación por email y SMS con todos los detalles. El día de la cita el tiempo de espera fue de menos de tres minutos. Un sistema que respeta el tiempo del cliente.","Sistema de cita previa digital eficiente con tiempos de espera mínimos","Canales"
"4","El horario del servicio telefónico es de 9:00 a 21:00. Si tienes una urgencia fuera de ese horario no puedes contactar con nadie. Para bloquear una tarjeta o reportar un fraude en fin de semana hay un número de emergencias pero no sirve para nada más. Muy limitado.","Horario de atención telefónica limitado sin cobertura para urgencias generales","Canales"
"10","La línea de crédito para mi empresa es muy flexible: solo pago intereses sobre el importe que uso, no sobre el total disponible. Puedo disponer y devolver cuando quiero. El tipo es competitivo para el mercado actual. Es el producto de financiación más útil que tengo contratado.","Satisfacción con flexibilidad y coste de línea de crédito empresarial","Productos"
"3","El empleado de ventanilla que me atendió tenía poca formación sobre los productos digitales del banco. Me dio información incorrecta sobre una funcionalidad de la app. Si los empleados presenciales no conocen sus propios productos, ¿cómo pueden asesorar a los clientes?","Empleado de ventanilla con conocimiento insuficiente sobre productos digitales del banco","Personal"
"9","Todas las comisiones del banco están perfectamente detalladas en un documento de tarifas fácil de encontrar en la web. Sin letra pequeña ni condiciones ocultas. Cuando pregunto me explican el coste exacto antes de hacer cualquier operación. Una transparencia en precios que se agradece.","Alta transparencia en comunicación de tarifas y precios antes de operar","Pricing"
"9","Todos mis contratos, extractos y certificados están disponibles de forma digital en la app. Puedo descargar cualquier documento de los últimos cinco años en PDF. Nunca necesito llamar para pedir documentación. Esto ahorra mucho tiempo y papel. La digitalización documental es sobresaliente.","Archivo documental digital completo y accesible desde la app","Canales"
"2","El tipo de interés del préstamo personal que me ofrecieron era del 19% TAE. Para un cliente con buen historial crediticio es completamente injustificado. Otros bancos online me ofrecían la mitad. Cuando intenté negociarlo me dijeron que era la tarifa estándar sin excepciones.","Tipo de interés del préstamo personal no competitivo ni negociable","Productos"
"3","La hipoteca variable me está destrozando con la subida del Euríbor. Cuando la contraté me explicaron muy poco los riesgos de la variabilidad. No me ofrecieron alternativa fija ni me informaron de la posibilidad de novación. Me siento desinformado en el momento más importante de mi vida financiera.","Falta de información sobre riesgo de hipoteca variable al momento de la contratación","Productos"
"4","Los agentes del call center no tienen capacidad para tomar ninguna decisión autónoma. Todo lo derivan a la oficina o a otro departamento. Son incapaces de resolver nada por sí mismos. El canal telefónico existe pero no sirve para gestiones que requieran alguna resolución.","Agentes telefónicos sin autonomía para resolver incidencias de forma independiente","Personal"
"8","El cashback del 2% en supermercados, gasolineras y restaurantes se aplica automáticamente sin activación manual. El mes pasado recuperé 80 euros solo con gastos habituales. Es un beneficio real y tangible que otros bancos no ofrecen con tanta sencillez.","Cashback automático aplicado correctamente en categorías de gasto cotidiano","Pricing"
"3","Después de la última actualización la app tardó tres días en funcionar con normalidad. Hubo transacciones que no se procesaron correctamente y tuve que ir a la oficina a resolverlas. Las actualizaciones deberían probarse antes de lanzarlas masivamente a los clientes.","Actualización de app que causó fallos en transacciones y requirió visita a sucursal","Canales"
"9","La banca online permite gestionar absolutamente todo: contratar productos, ver histórico de siete años, descargar certificados y configurar alertas. Los tiempos de carga son rápidos incluso en conexión lenta. Es la plataforma web bancaria más completa que he usado.","Banca online completa y rápida con acceso a histórico extenso","Canales"
"8","El cashback del 3% en supermercados, gasolineras y restaurantes se aplica automáticamente sin activación manual. El mes pasado recuperé 80 euros solo con gastos habituales. Es un beneficio real y tangible que otros bancos no ofrecen con tanta sencillez.","Cashback automático aplicado correctamente en categorías de gasto cotidiano","Pricing"
"2","Me cobraron 0.20 euros por consultar el saldo en un cajero de otra entidad. En la era del banco digital cobrar por consultar tu propio saldo es completamente anacrónico. Además no me lo informaron al contratar la cuenta. Una comisión pequeña pero muy reveladora de la cultura del banco.","Comisión por consulta de saldo en cajero ajeno anacrónica y no informada al contratar","Pricing"
"3","El Bizum del banco tiene un límite de 500 euros diarios muy restrictivo comparado con otros bancos. Además hay un máximo de diez operaciones al día. Para alguien que usa Bizum para negocios pequeños estas limitaciones son un serio problema operativo.","Limitaciones excesivas de Bizum por importe y número de operaciones diarias","Canales"
"3","Mi reclamación formal lleva dos meses sin resolución. Me han llamado tres veces para pedirme más información que ya había enviado. Cada llamada es de una persona diferente que no conoce el caso. El proceso de reclamaciones parece diseñado para que el cliente se rinda.","Proceso de reclamación prolongado con falta de coordinación interna y seguimiento","Personal"
"3","El renting que me ofrecieron tenía una letra pequeña con penalizaciones por exceso de kilómetros que triplicaban la cuota mensual. Nadie me lo explicó claramente. Al entregar el coche me pasaron una factura inesperada de 1.200 euros. Un producto poco transparente y con sorpresas al final.","Penalizaciones ocultas en contrato de renting no explicadas al contratar","Productos"
"10","El pago por móvil funciona en todos los comercios con terminal contactless. La autenticación es instantánea con huella dactilar. Ya no necesito llevar la cartera para compras del día a día. La experiencia de pago es más rápida que con tarjeta física. Un avance real en comodidad.","Pago por móvil completamente funcional que elimina necesidad de cartera física","Canales"
"1","La página web del banco es lentísima. Para ver los movimientos del último mes tarda más de treinta segundos en cargar. Además falla constantemente en Chrome y Firefox. Cuando llamo para reportarlo me dicen que pruebe con otro navegador. Una solución inaceptable en pleno siglo XXI.","Web bancaria lenta y con errores en navegadores principales","Canales"
"7","El precio del seguro de hogar es razonable para la cobertura que ofrece. He comparado con cuatro aseguradoras y el banco está en la media del mercado pero con la ventaja de tenerlo todo centralizado. Sin vinculaciones obligatorias. Una opción equilibrada en precio.","Precio de seguro de hogar competitivo con ventaja de centralización sin vinculaciones","Pricing"
"8","El tipo de interés de la hipoteca variable es Euríbor más 0.6%. Un diferencial muy competitivo. Además puedo hacer novación a tipo fijo sin coste en cualquier momento. Esta flexibilidad en el precio de la hipoteca me parece un valor diferencial importante.","Diferencial hipotecario competitivo con opción de novación a fijo sin coste","Pricing"
"2","El tipo de interés del crédito al consumo que me ofrecieron era del 19% TAE. Para un cliente de diez años sin incidencias es incomprensible. La competencia me ofreció la mitad. Cuando intenté negociarlo me dijeron que era la tarifa fija para todos. Sin margen de maniobra.","Tipo de interés en crédito al consumo elevado e innegociable","Productos"
"4","Las comisiones del banco están en la media del mercado. Ni muy baratas ni muy caras. Los precios están documentados en la web aunque hay que buscarlos un poco. No tengo quejas pero tampoco motivos para recomendarlos especialmente por precio frente a alternativas más económicas.","Estructura de precios media del mercado sin ventajas ni desventajas competitivas claras","Pricing"
"7","Sin cajeros del banco cerca pude usar cualquier cajero de España sin comisión gracias a los acuerdos de la red. Esto es un gran valor cuando viajas por zonas rurales. Sin ese beneficio tendría que buscar cajeros específicos. Un ahorro real en el día a día.","Sin comisión en cajeros de red ampliada, beneficio tangible en movilidad","Pricing"
"10","Mi gestor me responde por mensaje en menos de una hora en horario laboral. No necesito llamar ni ir a la oficina para resolver dudas rápidas. Esta disponibilidad ágil transforma la relación con el banco. Se siente como tener un asesor de confianza siempre disponible.","Gestor muy accesible por mensajería con respuesta rápida","Personal"
"9","Las alertas de seguridad me notifican de inmediato ante cualquier intento de acceso inusual. Puedo bloquear la tarjeta desde la app en segundos. El doble factor de autenticación funciona perfectamente. Gracias a este sistema detecté un intento de fraude y evité perder 300 euros.","Sistema de alertas y seguridad digital que permitió evitar fraude","Canales"
"8","Al hablar en catalán el empleado me respondió en el mismo idioma sin ningún problema. Toda la documentación también está disponible en catalán. Es un detalle que valoro mucho y que demuestra respeto por la diversidad lingüística de los clientes.","Atención en lengua propia y documentación en catalán disponible en la sucursal","Personal"
"7","La cuenta sin comisiones tiene condiciones de vinculación alcanzables: nómina superior a 500 euros o tres recibos domiciliados. No te exigen ser un gran cliente para acceder a las ventajas. Es una propuesta justa que permite a cualquier cliente evitar las comisiones.","Condiciones de exención de comisiones alcanzables para el cliente medio","Pricing"
"8","El banco tiene un servicio de acompañamiento para clientes mayores muy bien implementado. Cuando acompañé a mi padre, el gestor le explicó todo con paciencia, en términos sencillos y sin prisa. Es un ejemplo de cómo debería ser la atención a un colectivo vulnerable.","Excelente atención personalizada a clientes mayores con paciencia y lenguaje sencillo","Personal"
"9","Mi gestor me responde por mensaje en menos de una hora en horario laboral. No necesito llamar ni ir a la oficina para resolver dudas rápidas. Esta disponibilidad ágil transforma la relación con el banco. Se siente como tener un asesor de confianza siempre disponible.","Gestor muy accesible por mensajería con respuesta rápida","Personal"
"9","La tarjeta de crédito funciona perfectamente en el extranjero sin comisión por cambio de divisa. La puedo congelar y descongelar desde la app en segundos. El límite es adecuado a mis necesidades y puedo ampliarlo de forma temporal. Una tarjeta sin complicaciones ni sorpresas.","Tarjeta de crédito sin comisiones por divisa y gestión ágil desde app","Productos"
"2","El trato que recibí en la oficina fue condescendiente y poco profesional. El empleado me habló como si no entendiese nada de finanzas y respondió con impaciencia cuando pregunté. Me fui sintiéndome un cliente de segunda. Inaceptable en un banco que dice valorar a sus clientes.","Trato condescendiente e irrespetuoso por parte de empleado de sucursal","Personal"
"2","La cuenta de ahorro ofrece un 0.02% de interés anual. Con la inflación actual eso significa perder poder adquisitivo cada año. Hay opciones en el mercado que ofrecen 2.5% sin vinculación alguna. Mantener dinero aquí es claramente la peor decisión financiera posible para el ahorro.","Rentabilidad de cuenta ahorro muy por debajo de alternativas del mercado","Productos"
"9","El banco tiene un servicio de acompañamiento para clientes mayores muy bien implementado. Cuando acompañé a mi padre, el gestor le explicó todo con paciencia, en términos sencillos y sin prisa. Es un ejemplo de cómo debería ser la atención a un colectivo vulnerable.","Excelente atención personalizada a clientes mayores con paciencia y lenguaje sencillo","Personal"
"10","La tarjeta premium tiene acceso a mil doscientas salas VIP en aeropuertos de todo el mundo, seguro de viaje completo y cashback del 3% en todas las compras. Con los beneficios que uso mensualmente la cuota se paga sola. Es el mejor producto financiero que he contratado.","Alta satisfacción con beneficios completos de tarjeta premium","Productos"
"3","El empleado de ventanilla que me atendió tenía poca formación sobre los productos digitales del banco. Me dio información incorrecta sobre una funcionalidad de la app. Si los empleados presenciales no conocen sus propios productos, ¿cómo pueden asesorar a los clientes?","Empleado de ventanilla con conocimiento insuficiente sobre productos digitales del banco","Personal"
"9","Mi gestor me responde por mensaje en menos de una hora en horario laboral. No necesito llamar ni ir a la oficina para resolver dudas rápidas. Esta disponibilidad ágil transforma la relación con el banco. Se siente como tener un asesor de confianza siempre disponible.","Gestor muy accesible por mensajería con respuesta rápida","Personal"
"4","La tarjeta de crédito tiene una cuota anual de 100 euros y los beneficios no justifican ese coste. El cashback es del 0.5% y los seguros de viaje tienen tantas exclusiones que son prácticamente inútiles. Pago por una tarjeta que no me aporta valor real.","Cuota anual de tarjeta no compensada por los beneficios reales que ofrece","Pricing"
"8","Pedir cita previa online es muy sencillo: en menos de dos minutos tienes confirmación y un recordatorio por SMS el día anterior. El día de la cita no tuve que esperar nada. La digitalización del proceso presencial está muy bien implementada.","Sistema de cita previa online ágil y efectivo sin esperas","Canales"
"3","La app no está optimizada para tablets. Los menús se ven cortados y muchos botones no responden. Tampoco funciona bien en el último sistema operativo iOS. Para una empresa bancaria que dice apostar por lo digital es una vergüenza tener una app tan mal adaptada.","App bancaria mal optimizada para tablets y versiones recientes de sistema operativo","Canales"
"2","Las comisiones de custodia de mi cartera de valores superan el 1.5% anual del patrimonio gestionado. Además cobran por cada operación de compraventa. Sumando todo, el banco se lleva más que los propios rendimientos del portfolio. Un coste completamente injustificado.","Comisiones de custodia de valores que superan los rendimientos del portfolio","Pricing"
"8","Sin cajeros del banco cerca pude usar cualquier cajero de España sin comisión gracias a los acuerdos de la red. Esto es un gran valor cuando viajas por zonas rurales. Sin ese beneficio tendría que buscar cajeros específicos. Un ahorro real en el día a día.","Sin comisión en cajeros de red ampliada, beneficio tangible en movilidad","Pricing"
"10","La cuenta nómina no tiene comisión de mantenimiento con solo domiciliar la nómina. Una condición muy sencilla que me da acceso a tarjeta de débito gratuita y transferencias sin coste. La mejor relación precio-valor que he encontrado en la banca tradicional.","Cuenta nómina sin comisión con condición de domiciliación sencilla y alcanzable","Pricing"
"6","Las comisiones del banco están en la media del mercado. Ni muy baratas ni muy caras. Los precios están documentados en la web aunque hay que buscarlos un poco. No tengo quejas pero tampoco motivos para recomendarlos especialmente por precio frente a alternativas más económicas.","Estructura de precios media del mercado sin ventajas ni desventajas competitivas claras","Pricing"
"9","El director de la oficina intervino personalmente para resolver una incidencia compleja que otros empleados no habían podido solucionar. Fue directo, eficiente y empático. En menos de quince minutos el problema estaba resuelto. Un directivo que lidera con el ejemplo.","Director de oficina que interviene eficazmente para resolver incidencias complejas","Personal"
"4","Los extractos de cuenta solo están disponibles online para los últimos tres meses. Para documentación más antigua hay que solicitarla en oficina con siete días de antelación y a veces cobran por ello. En plena era digital limitar el acceso al histórico es completamente injustificable.","Historial documental digital limitado con cobro por documentación antigua","Canales"
"7","Los cajeros del banco están distribuidos por toda la ciudad y rara vez están fuera de servicio. El proceso de operación es rápido e intuitivo. Además puedo hacer ingresos en efectivo en la mayoría de ellos. Un servicio de cajeros fiable y bien mantenido.","Buena disponibilidad y mantenimiento de la red de cajeros","Canales"
"4","El seguro de vida vinculado a la hipoteca me cuesta 100 euros al mes. Comparado con el mismo seguro en una aseguradora externa me cobran el doble. La razón es que el banco tiene margen sobre el seguro vinculado. Un precio abusivo aprovechando la posición de dominio.","Prima de seguro de vida vinculado a hipoteca muy superior al precio de mercado","Pricing"
"2","Me cobraron 0.50 euros por consultar el saldo en un cajero de otra entidad. En la era del banco digital cobrar por consultar tu propio saldo es completamente anacrónico. Además no me lo informaron al contratar la cuenta. Una comisión pequeña pero muy reveladora de la cultura del banco.","Comisión por consulta de saldo en cajero ajeno anacrónica y no informada al contratar","Pricing"
"8","Cuando tengo dudas sobre productos o normativa fiscal los empleados del banco siempre me dan información correcta y actualizada. Me parece que el banco invierte en formación continua de su plantilla. Eso se nota y se agradece cuando uno necesita asesoramiento de verdad.","Personal bien formado que da información correcta y actualizada sobre productos y fiscalidad","Personal"
"1","La oficina solo abre de lunes a viernes de 9:00 a 13:30. Para alguien que trabaja en esas horas es imposible ir. No tienen horario de tarde ni sábados. La única alternativa es pedir cita con semanas de antelación. El banco no se ha adaptado a los horarios reales de la vida laboral.","Horario de sucursal incompatible con jornada laboral sin alternativa de tarde o sábado","Canales"
"9","Mi gestor me responde por mensaje en menos de media hora en horario laboral. No necesito llamar ni ir a la oficina para resolver dudas rápidas. Esta disponibilidad ágil transforma la relación con el banco. Se siente como tener un asesor de confianza siempre disponible.","Gestor muy accesible por mensajería con respuesta rápida","Personal"
"10","La tarjeta de crédito no tiene cuota anual y tampoco cobra por operaciones en moneda extranjera. En mis cinco viajes de este año no he pagado un solo euro en comisiones por cambio de divisa. Para alguien que viaja habitualmente es una tarjeta con un precio imbatible.","Tarjeta sin comisión anual ni por divisa ideal para clientes viajeros frecuentes","Pricing"
"9","Este banco no cobra comisión de ningún tipo: ni por mantenimiento de cuenta, ni por transferencias nacionales, ni por usar cajeros propios o de otras entidades. Todo incluido sin condiciones ocultas. No esperaba encontrar un banco sin comisiones con tan buen servicio integral.","Cero comisiones en todos los servicios sin condiciones ocultas","Pricing"
"6","La oficina está bien ubicada en el centro con aparcamiento cercano. Los jueves tienen horario de tarde hasta las 18:30, lo cual es muy útil si trabajas. La sala de espera es cómoda. Podría mejorar el tiempo medio de espera pero en general es accesible.","Buena accesibilidad y ubicación de sucursal con horario de tarde","Canales"
"1","Me prometieron un tipo fijo del 3.1% y al firmar era el 3.3%. Nadie me avisó del cambio. Cuando reclamé me dijeron que había sido un error administrativo y que ya no podían modificarlo. Firmé bajo presión porque ya tenía fecha de notaría. Me siento completamente engañado.","Modificación de tipo hipotecario sin previo aviso al momento de la firma","Productos"
"10","La hipoteca a tipo fijo que firmé tiene unas condiciones inmejorables: sin comisión de apertura, sin penalización por amortizaciones anticipadas y con un tipo del 2.75%. Comparé con cinco bancos y este fue claramente el más competitivo. El proceso fue transparente de principio a fin.","Satisfacción con condiciones competitivas de hipoteca fija","Productos"
"5","Las videollamadas con el banco están disponibles pero hay que reservarlas con tres días de antelación mínimo. La imagen es buena pero el audio falla a veces. Para gestiones urgentes no es una opción viable. Como complemento al canal presencial cumple pero podría ser más ágil.","Videoconferencia disponible pero con limitaciones de disponibilidad y audio","Canales"
"8","Sin cajeros del propio banco en el extranjero puedo sacar efectivo en cualquier cajero de Europa sin comisión gracias a mi tarjeta. En cinco países diferentes nunca he pagado nada extra. Para un viajero frecuente es un beneficio en precios que marca la diferencia.","Sin comisión por retirada en cajeros europeos para clientes viajeros","Pricing"
"9","Mi gestor me responde por mensaje en menos de media hora en horario laboral. No necesito llamar ni ir a la oficina para resolver dudas rápidas. Esta disponibilidad ágil transforma la relación con el banco. Se siente como tener un asesor de confianza siempre disponible.","Gestor muy accesible por mensajería con respuesta rápida","Personal"
"1","Me acaban de cobrar 3 euros por recibir una transferencia desde el extranjero. Esta comisión no aparece en el resumen de tarifas principal sino en un anexo de treinta páginas. Esta opacidad en los precios parece diseñada para que el cliente no se entere hasta que ya es tarde.","Comisión por transferencia recibida oculta en documentación extensa y difícil de encontrar","Pricing"
"9","Cuando llamé con una incidencia urgente el agente me atendió en tres minutos y resolvió el problema sin derivarme a ningún otro departamento. Fue empático, claro y eficiente. Este tipo de atención telefónica es lo que marca la diferencia respecto a la competencia.","Agente telefónico empático y resolutivo sin derivaciones en incidencia urgente","Personal"
"7","El cashback del 5% en supermercados, gasolineras y restaurantes se aplica automáticamente sin activación manual. El mes pasado recuperé 40 euros solo con gastos habituales. Es un beneficio real y tangible que otros bancos no ofrecen con tanta sencillez.","Cashback automático aplicado correctamente en categorías de gasto cotidiano","Pricing"
"2","Cuando mi madre mayor fue a la oficina a hacer una gestión sencilla el empleado le habló muy rápido con jerga financiera que ella no entendía. Nadie tuvo la paciencia de explicarle las cosas despacio. El banco necesita formación en atención a clientes mayores.","Falta de adaptación en la atención a clientes mayores con menor alfabetización financiera","Personal"
"6","El pago con el móvil funciona en la mayoría de comercios pero he tenido algunos problemas en gasolineras y parking automáticos. El proceso de configuración inicial fue algo complejo. Una vez configurado es cómodo para el día a día aunque con margen de mejora en compatibilidad.","Pago por móvil funcional con problemas de compatibilidad en algunos terminales","Canales"
"2","El asesor me recomendó un fondo de inversión con un perfil de riesgo muy superior al mío sin advertirme. Cuando perdí dinero significativo me presentó el contrato que yo había firmado como única respuesta. Un asesoramiento irresponsable que incumple claramente la normativa MiFID.","Asesoramiento que incumple normativa MiFID al no ajustarse al perfil de riesgo del cliente","Personal"
"8","La tarjeta de crédito funciona perfectamente en el extranjero sin comisión por cambio de divisa. La puedo congelar y descongelar desde la app en segundos. El límite es adecuado a mis necesidades y puedo ampliarlo de forma temporal. Una tarjeta sin complicaciones ni sorpresas.","Tarjeta de crédito sin comisiones por divisa y gestión ágil desde app","Productos"
"9","La tarjeta de crédito funciona perfectamente en el extranjero sin comisión por cambio de divisa. La puedo congelar y descongelar desde la app en segundos. El límite es adecuado a mis necesidades y puedo ampliarlo de forma temporal. Una tarjeta sin complicaciones ni sorpresas.","Tarjeta de crédito sin comisiones por divisa y gestión ágil desde app","Productos"
"3","La cuenta de ahorro da un 0.1% de interés anual. Con la inflación actual es perder dinero en términos reales. Hay alternativas en el mercado que ofrecen 3% sin condiciones. Mantener aquí el ahorro es la peor decisión financiera posible.","Rentabilidad de cuenta ahorro por debajo de inflación y de alternativas del mercado","Pricing"
"5","Después de la última actualización la app tardó tres días en funcionar con normalidad. Hubo transacciones que no se procesaron correctamente y tuve que ir a la oficina a resolverlas. Las actualizaciones deberían probarse antes de lanzarlas masivamente a los clientes.","Actualización de app que causó fallos en transacciones y requirió visita a sucursal","Canales"
"7","La cuenta sin comisiones tiene condiciones de vinculación alcanzables: nómina superior a 600 euros o cuatro recibos domiciliados. No te exigen ser un gran cliente para acceder a las ventajas. Es una propuesta justa que permite a cualquier cliente evitar las comisiones.","Condiciones de exención de comisiones alcanzables para el cliente medio","Pricing"
"2","Me acaban de cobrar 4 euros por recibir una transferencia desde el extranjero. Esta comisión no aparece en el resumen de tarifas principal sino en un anexo de cincuenta páginas. Esta opacidad en los precios parece diseñada para que el cliente no se entere hasta que ya es tarde.","Comisión por transferencia recibida oculta en documentación extensa y difícil de encontrar","Pricing"
"3","El asesor me recomendó un fondo de inversión con un perfil de riesgo muy superior al mío sin advertirme. Cuando perdí dinero significativo me presentó el contrato que yo había firmado como única respuesta. Un asesoramiento irresponsable que incumple claramente la normativa MiFID.","Asesoramiento que incumple normativa MiFID al no ajustarse al perfil de riesgo del cliente","Personal"
"10","Cuando presenté una reclamación formal me llamaron en menos de 48 horas para darme respuesta. La persona fue empática y resolvió el problema de forma justa devolviendo el importe en el acto. Una gestión de reclamaciones que genera confianza y fidelidad.","Resolución rápida y justa de reclamación con devolución inmediata","Personal"
"8","El seguro de vida que contraté de forma independiente tiene buena cobertura: capital asegurado de 300.000 euros, invalidez incluida y prima razonable. No tuve que vincularlo a ningún producto. Lo recomendaría como protección básica para una familia con hipoteca.","Satisfacción con seguro de vida contratado sin vinculaciones obligatorias","Productos"
"5","En los últimos tres años he tenido cuatro gestores diferentes asignados. Cada cambio implica explicar toda mi situación desde cero porque nadie traspasa correctamente el histórico. Esta rotación constante hace imposible construir una relación bancaria de confianza.","Alta rotación de gestores que impide continuidad y relación de confianza","Personal"
"2","El asesor comercial me presionó para contratar un producto de inversión que no necesitaba sin explicarme los riesgos. Fue evasivo con mis preguntas. Meses después el producto acumulaba pérdidas significativas. Cuando reclamé me dijo que yo había firmado el contrato. Una mala praxis comercial inaceptable.","Venta agresiva de producto inadecuado sin transparencia sobre riesgos reales","Personal"
"4","Mi tarjeta de crédito tiene un límite de 800 euros que no me suben desde hace dos años aunque lo solicito cada seis meses. Con ese límite no puedo hacer reservas de hotel ni alquilar coches en el extranjero. Es un producto completamente inútil para mis necesidades actuales.","Límite de crédito insuficiente sin posibilidad de ampliación tras múltiples solicitudes","Productos"
"10","Bizum funciona perfectamente desde la app. En menos de veinte segundos puedo enviar o solicitar dinero a cualquier contacto. Las solicitudes de pago también funcionan muy bien. Lo uso a diario para dividir gastos y nunca ha fallado. Simplísimo y fiable.","Satisfacción total con Bizum integrado en app por velocidad y fiabilidad","Canales"
"9","Desde la app puedo retirar efectivo en cualquier cajero del banco sin tarjeta física usando solo el móvil. Genero un código QR y lo escaneo en el cajero. Es muy útil cuando olvido la cartera. Una funcionalidad práctica que no he visto en otros bancos.","Extracción de efectivo sin tarjeta mediante código QR desde app","Canales"
"9","Por tener la nómina y los recibos domiciliados recibo una bonificación de 100 euros al año. La condición es fácil de cumplir y la bonificación llega puntualmente cada año. Una forma honesta y simple de premiar la vinculación del cliente.","Bonificación por vinculación sencilla que el banco aplica con puntualidad","Pricing"
"4","El empleado de ventanilla que me atendió tenía poca formación sobre los productos digitales del banco. Me dio información incorrecta sobre una funcionalidad de la app. Si los empleados presenciales no conocen sus propios productos, ¿cómo pueden asesorar a los clientes?","Empleado de ventanilla con conocimiento insuficiente sobre productos digitales del banco","Personal"
"9","Sin cajeros del propio banco en el extranjero puedo sacar efectivo en cualquier cajero de Europa sin comisión gracias a mi tarjeta. En doce países diferentes nunca he pagado nada extra. Para un viajero frecuente es un beneficio en precios que marca la diferencia.","Sin comisión por retirada en cajeros europeos para clientes viajeros","Pricing"
"8","Pedir cita previa online es muy sencillo: en menos de cinco minutos tienes confirmación y un recordatorio por SMS el día anterior. El día de la cita no tuve que esperar nada. La digitalización del proceso presencial está muy bien implementada.","Sistema de cita previa online ágil y efectivo sin esperas","Canales"
"4","Es imposible contactar con mi gestor asignado. No coge el teléfono, no responde emails y cuando llamo a la oficina siempre está ocupado. Para cualquier gestión tengo que ir en persona porque el canal directo con mi gestor está completamente roto.","Inaccesibilidad total del gestor asignado por todos los canales disponibles","Personal"
"10","La hipoteca a tipo fijo que firmé tiene unas condiciones inmejorables: sin comisión de apertura, sin penalización por amortizaciones anticipadas y con un tipo del 3.1%. Comparé con cinco bancos y este fue claramente el más competitivo. El proceso fue transparente de principio a fin.","Satisfacción con condiciones competitivas de hipoteca fija","Productos"
"5","Tienen una selección razonable de ETFs de mercados desarrollados pero escasa en emergentes y alternativos. Las comisiones son aceptables aunque no las más bajas del mercado. La plataforma de negociación es funcional pero poco visual. Cumple para el inversor básico pero no para perfiles avanzados.","Oferta de ETFs correcta pero limitada para inversores con perfil avanzado","Productos"
"3","El Bizum del banco tiene un límite de 300 euros diarios muy restrictivo comparado con otros bancos. Además hay un máximo de ocho operaciones al día. Para alguien que usa Bizum para negocios pequeños estas limitaciones son un serio problema operativo.","Limitaciones excesivas de Bizum por importe y número de operaciones diarias","Canales"
"2","Me cobraron intereses de demora del 26% por retrasar el pago cinco días. Un porcentaje abusivo que no me explicaron al contratar la tarjeta. Además lo aplicaron sobre el total de la deuda y no solo sobre el importe vencido. Una práctica financiera que roza la usura.","Intereses de demora abusivos aplicados incorrectamente en tarjeta de crédito","Productos"
"9","Contraté la hipoteca verde porque la vivienda tiene certificado energético A y me aplicaron un diferencial quince puntos básicos menor. El ahorro a largo plazo es considerable. Además, el banco planta un árbol por cada hipoteca verde contratada. Un producto bien diseñado con impacto real.","Satisfacción con hipoteca verde y beneficio por eficiencia energética","Productos"
"9","Los cajeros del banco están distribuidos por toda la ciudad y rara vez están fuera de servicio. El proceso de operación es rápido e intuitivo. Además puedo hacer ingresos en efectivo en la mayoría de ellos. Un servicio de cajeros fiable y bien mantenido.","Buena disponibilidad y mantenimiento de la red de cajeros","Canales"
"2","Me notificaron por carta que subían las comisiones de mantenimiento un 60% con solo quince días de preaviso. Sin posibilidad de negociación. Un cambio unilateral de condiciones que vulnera la confianza del cliente y me obliga a buscar alternativas urgentemente.","Subida unilateral de comisiones con preaviso mínimo sin posibilidad de negociación","Pricing"
"4","Tienen una selección razonable de ETFs de mercados desarrollados pero escasa en emergentes y alternativos. Las comisiones son aceptables aunque no las más bajas del mercado. La plataforma de negociación es funcional pero poco visual. Cumple para el inversor básico pero no para perfiles avanzados.","Oferta de ETFs correcta pero limitada para inversores con perfil avanzado","Productos"
"3","El empleado de ventanilla que me atendió tenía poca formación sobre los productos digitales del banco. Me dio información incorrecta sobre una funcionalidad de la app. Si los empleados presenciales no conocen sus propios productos, ¿cómo pueden asesorar a los clientes?","Empleado de ventanilla con conocimiento insuficiente sobre productos digitales del banco","Personal"
"3","Cuando mi madre mayor fue a la oficina a hacer una gestión sencilla el empleado le habló muy rápido con jerga financiera que ella no entendía. Nadie tuvo la paciencia de explicarle las cosas despacio. El banco necesita formación en atención a clientes mayores.","Falta de adaptación en la atención a clientes mayores con menor alfabetización financiera","Personal"
"8","Desde la app puedo contratar productos, hacer reclamaciones, firmar documentos y contactar con mi gestor por videollamada. Llevo dieciocho meses sin necesitar ir a la sucursal para nada. La digitalización del banco es genuina y no solo cosmética.","App completa que permite gestión íntegra sin visitar sucursal","Canales"
"2","Cuando quise cancelar el préstamo personal anticipadamente me cobraron una penalización del 3.5% sobre el capital pendiente. Esto no me lo explicaron al contratar. Lo descubrí en un anexo de cincuenta páginas del contrato. Me costó más cancelar que terminar de pagar los plazos.","Penalización por cancelación anticipada de préstamo no informada al contratar","Productos"
"8","Los cajeros del banco están distribuidos por toda la ciudad y rara vez están fuera de servicio. El proceso de operación es rápido e intuitivo. Además puedo hacer ingresos en efectivo en la mayoría de ellos. Un servicio de cajeros fiable y bien mantenido.","Buena disponibilidad y mantenimiento de la red de cajeros","Canales"
"9","La banca online permite gestionar absolutamente todo: contratar productos, ver histórico de siete años, descargar certificados y configurar alertas. Los tiempos de carga son rápidos incluso en conexión lenta. Es la plataforma web bancaria más completa que he usado.","Banca online completa y rápida con acceso a histórico extenso","Canales"
